,Peak,T1(s),D1(s)
0,7.2_ppm,2.7863733565078017,13.23186678253901
1,7.1_ppm,2.6192596849219103,12.396298424609553
2,3.7_ppm,2.5606496946924957,12.103248473462479
3,2.5_ppm,1.3019565656536418,5.809782828268209
4,1.9_ppm,2.2769893697639345,10.684946848819674
5,1.5_ppm,0.800956420490076,3.30478210245038
6,0.9_ppm,1.2429658316570635,5.514829158285317
